sample_id,category,condition,k_irrelevant,valid,suspicious,pred_answer_letter,raw_output_token_count,raw_output_char_count,max_new_tokens,output_near_max_new_tokens,contact_sheet_width,contact_sheet_height,processed_image_width,processed_image_height,text_input_token_count,total_model_input_length,estimated_visual_token_count,num_images
direct_attributes/sa_59664,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_59664,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_59664,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_60786,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_60786,direct_attributes,gt_crop_only,0,False,True,,8,39,8,True,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_60786,direct_attributes,gt_plus_1_irrelevant,1,False,True,,8,39,8,True,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_60786,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,39,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_60786,direct_attributes,gt_plus_8_irrelevant,8,False,True,,8,39,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_63876,direct_attributes,original_only,0,True,False,D,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_63876,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_63876,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_63876,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_63876,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_6422,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_6422,direct_attributes,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_6422,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_6422,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_6422,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_64897,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_64897,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_64897,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_64897,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_64897,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_65370,direct_attributes,original_only,0,True,False,D,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_65370,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_65370,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_65370,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_65370,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_65476,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_65476,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_65476,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_65476,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_65476,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_66471,direct_attributes,original_only,0,True,False,D,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_66471,direct_attributes,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_66471,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_66471,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_66471,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_66657,direct_attributes,original_only,0,True,False,D,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_66657,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_66657,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_66657,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,44,8,True,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_66657,direct_attributes,gt_plus_8_irrelevant,8,False,True,,8,44,8,True,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_66699,direct_attributes,original_only,0,True,False,C,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_66699,direct_attributes,gt_crop_only,0,True,False,C,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_66699,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_66699,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_66699,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_68625,direct_attributes,original_only,0,True,False,D,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_68625,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_68625,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_68625,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,43,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_68625,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_6965,direct_attributes,original_only,0,True,False,D,1,1,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_6965,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_6965,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_6965,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,47,8,True,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_6965,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_70112,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_70112,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_70112,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_70112,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_70112,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_7018,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_7018,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_7018,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_7018,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_7018,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_7065,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_7065,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_7065,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_7065,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_7065,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_7081,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_7081,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_7081,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_7081,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_7081,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_717,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_717,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_717,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_717,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_717,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_7347,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_7347,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_7347,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_7347,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_7347,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_7428,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_7428,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_7428,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_7428,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_7428,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_7429,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_7429,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_7429,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_7429,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_7429,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_7609,direct_attributes,original_only,0,True,False,B,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_7609,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_7609,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_7609,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_7609,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_7668,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_7668,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_7668,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_7668,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_7668,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_7683,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_7683,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_7683,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_7683,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_7683,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_79105,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_79105,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_79105,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_79105,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_79105,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_80352,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_80352,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_80352,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_80352,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_80352,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_80880,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_80880,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_80880,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_80880,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_80880,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_84131,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,30,1085,4212,1
direct_attributes/sa_84131,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_84131,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_84131,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,1,1,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_84131,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_86101,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_86101,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_86101,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_86101,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_86101,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_86882,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_86882,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_86882,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_86882,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_86882,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_9019,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_9019,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_9019,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_9019,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_9019,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_9230,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_9230,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_9230,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_9230,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_9230,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_9611,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_9611,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_9611,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_9611,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_9611,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_9877,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_9877,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_9877,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_9877,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_9877,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_9957,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,30,1085,4212,1
direct_attributes/sa_9957,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_9957,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,2,3,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_9957,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_9957,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,30,1598,6264,1
relative_position/sa_10313,relative_position,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,33,1088,4212,1
relative_position/sa_10313,relative_position,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,33,1358,5292,1
relative_position/sa_10313,relative_position,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,33,1358,5292,1
relative_position/sa_10313,relative_position,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,33,1601,6264,1
relative_position/sa_10313,relative_position,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,33,1601,6264,1
relative_position/sa_19421,relative_position,original_only,0,True,False,B,1,1,8,False,1100,760,78,54,34,1089,4212,1
relative_position/sa_19421,relative_position,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,34,1359,5292,1
relative_position/sa_19421,relative_position,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,34,1359,5292,1
relative_position/sa_19421,relative_position,gt_plus_4_irrelevant,4,True,False,B,1,1,8,False,1620,760,116,54,34,1602,6264,1
relative_position/sa_19421,relative_position,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,34,1602,6264,1
relative_position/sa_23098,relative_position,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,35,1090,4212,1
relative_position/sa_23098,relative_position,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,35,1360,5292,1
relative_position/sa_23098,relative_position,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,35,1360,5292,1
relative_position/sa_23098,relative_position,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,35,1603,6264,1
relative_position/sa_23098,relative_position,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,35,1603,6264,1
relative_position/sa_23264,relative_position,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,34,1089,4212,1
relative_position/sa_23264,relative_position,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,34,1359,5292,1
relative_position/sa_23264,relative_position,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,34,1359,5292,1
relative_position/sa_23264,relative_position,gt_plus_4_irrelevant,4,True,False,B,1,1,8,False,1620,760,116,54,34,1602,6264,1
relative_position/sa_23264,relative_position,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,34,1602,6264,1
relative_position/sa_23298,relative_position,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,33,1088,4212,1
relative_position/sa_23298,relative_position,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,33,1358,5292,1
relative_position/sa_23298,relative_position,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,33,1358,5292,1
relative_position/sa_23298,relative_position,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,33,1601,6264,1
relative_position/sa_23298,relative_position,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,33,1601,6264,1
relative_position/sa_23575,relative_position,original_only,0,True,False,B,1,1,8,False,1100,760,78,54,35,1090,4212,1
relative_position/sa_23575,relative_position,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,35,1360,5292,1
relative_position/sa_23575,relative_position,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,35,1360,5292,1
relative_position/sa_23575,relative_position,gt_plus_4_irrelevant,4,True,False,B,1,1,8,False,1620,760,116,54,35,1603,6264,1
relative_position/sa_23575,relative_position,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,35,1603,6264,1
relative_position/sa_24031,relative_position,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,32,1087,4212,1
relative_position/sa_24031,relative_position,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,32,1357,5292,1
relative_position/sa_24031,relative_position,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,32,1357,5292,1
relative_position/sa_24031,relative_position,gt_plus_4_irrelevant,4,True,False,B,1,1,8,False,1620,760,116,54,32,1600,6264,1
relative_position/sa_24031,relative_position,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,32,1600,6264,1
relative_position/sa_24464,relative_position,original_only,0,True,False,B,1,1,8,False,1100,760,78,54,39,1094,4212,1
relative_position/sa_24464,relative_position,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,39,1364,5292,1
relative_position/sa_24464,relative_position,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,39,1364,5292,1
relative_position/sa_24464,relative_position,gt_plus_4_irrelevant,4,True,False,B,1,1,8,False,1620,760,116,54,39,1607,6264,1
relative_position/sa_24464,relative_position,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,39,1607,6264,1
relative_position/sa_24971,relative_position,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,33,1088,4212,1
relative_position/sa_24971,relative_position,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,33,1358,5292,1
relative_position/sa_24971,relative_position,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,33,1358,5292,1
relative_position/sa_24971,relative_position,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,33,1601,6264,1
relative_position/sa_24971,relative_position,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,33,1601,6264,1
